species,latitude_year_coef,latitude_year_SE,latitude_pvalue,latitude_rsquared,latitude_rsquared_adj,longitude_year_coef,longitude_year_SE,longitude_pvalue,longitude_rsquared,longitude_rsquared_adj
CITHARICHTHYS CORNUTUS,-0.03782167034137126,0.013865944251272026,0.012000015479440799,0.24441931465281555,0.21156798050728576,-0.1154343911194609,0.05798754233865572,0.05852799400170118,0.1469725411149944,0.10988439072868983
CITHARICHTHYS MACROPS,-0.02316927442005975,0.011885327493028622,0.05907113427374246,0.09548115814829632,0.0703556347635268,-0.07358567493522605,0.031008588612840934,0.023101209462025322,0.13526975543014289,0.11124947085875803
CITHARICHTHYS SPILOPTERUS,-0.010117781332216415,0.004047890527556565,0.017586728244911115,0.15918420789451418,0.13370494146707523,-0.05794421019031397,0.017142130603716298,0.0018755011255168674,0.2571900964957511,0.23468070548047082
CONGER OCEANICUS,-0.022548186802090392,0.02576131504227467,0.40417879367817866,0.07844511214092387,-0.02394987539897353,-0.11049915851123822,0.09975935382418598,0.2967331520298238,0.11996829727559442,0.022186996972882622
CONODON NOBILIS,0.007084365875113383,0.014156138818003953,0.620672879216748,0.008865169555435778,-0.026532502960441517,0.011510955275196764,0.01087845257440757,0.2990341900537437,0.03845050944581614,0.004109456211738083
CTENOGOBIUS BOLEOSOMA,-0.07734001425143096,0.02793426492862085,0.06964734625020322,0.7187162148642172,0.6249549531522897,-0.16465416417378811,0.15056523816677728,0.3540900837801261,0.2850168606390717,0.0466891475187623
CYCLOPSETTA CHITTENDENI,-0.01573186926716972,0.0034910358333230204,6.716014534549927e-5,0.3606512086677892,0.34289152001967227,-0.08312445650888706,0.011984026596504733,3.9801938075920815e-8,0.5719985053887175,0.5601095749828486
CYCLOPSETTA FIMBRIATA,0.016449637539915213,0.02066479828701447,0.43351322772096124,0.0247195097255838,-0.014291709885392967,0.06992740374999927,0.05774375758008542,0.23722129295193817,0.05540998916461677,0.01762638873120148
CYNOSCION ARENARIUS,-0.006392281941108331,0.003165141664686353,0.05160785301670276,0.110002010743015,0.08303237470492453,-0.024082986332973295,0.015120372449922804,0.12075096243458465,0.07138660137364865,0.04324680141527437
CYNOSCION NEBULOSUS,0.011657894736842997,0.02493769284092361,0.672018045349579,0.0678998827430118,-0.24280015634265073,0.03351716247139105,0.14747559526422835,0.8348191811203706,0.016926183619459353,-0.3107650885073876
